Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Chr	Strand	Start	End	Ensembl ID
Fam71b	old symbol	MGI:3650836	Garin3	golgi associated RAB2 interactor 3	protein coding gene	11	+	46295555	46298812	ENSMUSG00000020401
Olfr56	old symbol	MGI:1333785	Or2v1	olfactory receptor family 2 subfamily V member 1	protein coding gene	11	+	49025000	49026214	ENSMUSG00000040328
Olfr1396	old symbol	MGI:3031230	Or2v2	olfactory receptor family 2 subfamily V member 2	protein coding gene	11	-	49003604	49004584	ENSMUSG00000047511
Olfr1395	old symbol	MGI:3031229	Or2t26	olfactory receptor family 2 subfamily T member 26	protein coding gene	11	+	49039086	49040039	ENSMUSG00000050763
Olfr1394	old symbol	MGI:3031228	Or2o1	olfactory receptor family 2 subfamily O member 1	protein coding gene	11	+	49050843	49051781	ENSMUSG00000048378
Olfr1393	old symbol	MGI:3031227	Or2y1g	olfactory receptor family 2 subfamily Y member 1G	protein coding gene	11	+	49169131	49173596	ENSMUSG00000059864
Olfr1392	old symbol	MGI:3031226	Or2y1f	olfactory receptor family 2 subfamily Y member 1F	protein coding gene	11	+	49184124	49185149	ENSMUSG00000101750
Olfr10	old symbol	MGI:107598	Or2y1b	olfactory receptor family 2 subfamily Y member 1B	protein coding gene	11	+	49208375	49209310	ENSMUSG00000100923
Olfr1391	old symbol	MGI:3031225	Or2y1e	olfactory receptor family 2 subfamily Y member 1E	protein coding gene	11	+	49218240	49219175	ENSMUSG00000101874
Olfr1390	old symbol	MGI:3031224	Or2y17	olfactory receptor family 2 subfamily Y member 17	protein coding gene	11	+	49231361	49232296	ENSMUSG00000045421
Olfr1389	old symbol	MGI:3031223	Or2y1d	olfactory receptor family 2 subfamily Y member 1D	protein coding gene	11	+	49321254	49322326	ENSMUSG00000107573
Olfr1388	old symbol	MGI:3031222	Or2y16	olfactory receptor family 2 subfamily Y member 16	protein coding gene	11	+	49334680	49335615	ENSMUSG00000047702
Olfr1387	old symbol	MGI:3031221	Or2y15	olfactory receptor family 2 subfamily Y member 15	protein coding gene	11	+	49350508	49351443	ENSMUSG00000063386
Olfr1386	old symbol	MGI:3031220	Or2y1c	olfactory receptor family 2 subfamily Y member 1C	protein coding gene	11	+	49360881	49362008	ENSMUSG00000108167
Olfr1385	old symbol	MGI:3031219	Or2y1	olfactory receptor family 2 subfamily Y member 1	protein coding gene	11	+	49385362	49386291	ENSMUSG00000059729
Olfr1384	old symbol	MGI:3031218	Or2y14	olfactory receptor family 2 subfamily Y member 14	protein coding gene	11	+	49404445	49405478	ENSMUSG00000044170
Olfr1383	old symbol	MGI:3031217	Or2y13	olfactory receptor family 2 subfamily Y member 14	protein coding gene	11	+	49414552	49415487	ENSMUSG00000107417
Olfr1382	old symbol	MGI:3031216	Or2y12	olfactory receptor family 2 subfamily Y member 12	protein coding gene	11	+	49426014	49426949	ENSMUSG00000063827
Olfr1381	old symbol	MGI:3031215	Or2y11	olfactory receptor family 2 subfamily Y member 11	protein coding gene	11	+	49442576	49443511	ENSMUSG00000095187
Olfr1380	old symbol	MGI:3031214	Or2y10	olfactory receptor family 2 subfamily Y member 10	protein coding gene	11	+	49454750	49455685	ENSMUSG00000107645
Olfr1378	old symbol	MGI:3031212	Or1ad6	olfactory receptor family 1 subfamily AD member 6	protein coding gene	11	+	50859847	50860794	ENSMUSG00000050343
Olfr1377	old symbol	MGI:3031211	Or1ad1	olfactory receptor family 1 subfamily AD member 1	protein coding gene	11	+	50875530	50876453	ENSMUSG00000061952
Olfr51	old symbol	MGI:1333747	Or1ad8	olfactory receptor family 1 subfamily AD member 8	protein coding gene	11	+	50897801	50898724	ENSMUSG00000060918
Olfr54	old symbol	MGI:1333750	Or1x2	olfactory receptor family 1 subfamily X member 2	protein coding gene	11	+	50917831	50918772	ENSMUSG00000059397
Olfr1375	old symbol	MGI:3031209	Or1x6	olfactory receptor family 1 subfamily X member 6	protein coding gene	11	+	50938936	50939877	ENSMUSG00000057890
Gm12569	old symbol	MGI:3650740	Msantd5	Myb/SANT DNA binding domain containing 5	protein coding gene	11	+	51111300	51125880	ENSMUSG00000061469
Olfr1373	old symbol	MGI:3031207	Or2y8	olfactory receptor family 2 subfamily Y member 8	protein coding gene	11	-	52035420	52036355	ENSMUSG00000062204
Olfr1371	old symbol	MGI:3031205	Or2y6	olfactory receptor family 2 subfamily Y member 6	protein coding gene	11	-	52103879	52104814	ENSMUSG00000060170
Skp1a	old symbol	MGI:103575	Skp1	S-phase kinase-associated protein 1	protein coding gene	11	+	52122822	52137685	ENSMUSG00000036309
Sept8	old symbol	MGI:894310	Septin8	septin 8	protein coding gene	11	+	53410224	53440432	ENSMUSG00000018398
Olfr30	old symbol	MGI:109305	Or2z2	olfactory receptor family 2 subfamily Z member 2	protein coding gene	11	-	58345741	58346806	ENSMUSG00000043314
Olfr332	old symbol	MGI:3030166	Or2av9	olfactory receptor family 2 subfamily AV member 9	protein coding gene	11	-	58380545	58383325	ENSMUSG00000050813
Olfr331	old symbol	MGI:3030165	Or2t49	olfactory receptor family 2 subfamily T member 49	protein coding gene	11	-	58392424	58393398	ENSMUSG00000058807
Olfr330	old symbol	MGI:3030164	Or2t48	olfactory receptor family 2 subfamily T member 48	protein coding gene	11	-	58419755	58425651	ENSMUSG00000050818
Olfr329-ps	old symbol	MGI:3030163	Or2t29	olfactory receptor family 2 subfamily T member 29	protein coding gene	11	-	58433273	58434309	ENSMUSG00000064252
Olfr328	old symbol	MGI:3030162	Or2t47	olfactory receptor family 2 subfamily T member 47	protein coding gene	11	-	58442131	58443063	ENSMUSG00000057654
Olfr224	old symbol	MGI:3030058	Or2t43	olfactory receptor family 2 subfamily T member 43	protein coding gene	11	-	58456682	58461379	ENSMUSG00000059279
Olfr325	old symbol	MGI:3030159	Or2t46	olfactory receptor family 2 subfamily T member 46	protein coding gene	11	+	58471663	58472703	ENSMUSG00000060765
Olfr324	old symbol	MGI:3030158	Or2ab1	olfactory receptor family 2 subfamily AB member 1	protein coding gene	11	+	58488171	58489292	ENSMUSG00000056564
2210407C18Rik	old symbol	MGI:1925604	Lypd8l	LY6/PLAUR domain containing 8 like	protein coding gene	11	-	58499030	58504318	ENSMUSG00000037145
Olfr323	old symbol	MGI:3030157	Or11l3	olfactory receptor family 11 subfamily L member 3	protein coding gene	11	-	58515899	58516870	ENSMUSG00000043880
Olfr322	old symbol	MGI:3030156	Or2w3	olfactory receptor family 2 subfamily W member 3	protein coding gene	11	+	58556387	58557370	ENSMUSG00000063549
Olfr320	old symbol	MGI:3030155	Or2ak7	olfactory receptor family 2 subfamily AK member 7	protein coding gene	11	+	58574701	58575621	ENSMUSG00000107711
Olfr319	old symbol	MGI:3030153	Or2ak6	olfactory receptor family 2 subfamily AK member 6	protein coding gene	11	+	58592529	58593449	ENSMUSG00000064044
Olfr318	old symbol	MGI:3030152	Or2ak5	olfactory receptor family 2 subfamily AK member 5	protein coding gene	11	-	58610895	58611920	ENSMUSG00000108265
Olfr317	old symbol	MGI:3030151	Or2w3b	olfactory receptor family 2 subfamily W member 3B	protein coding gene	11	-	58622922	58624049	ENSMUSG00000060030
Olfr316	old symbol	MGI:3030150	Or2ak4	olfactory receptor family 2 subfamily AK member 4	protein coding gene	11	+	58643560	58650497	ENSMUSG00000107677
Olfr315	old symbol	MGI:3030149	Or2t45	olfactory receptor family 2 subfamily T member 45	protein coding gene	11	+	58668915	58669912	ENSMUSG00000056959
Olfr314	old symbol	MGI:3030148	Or2t44	olfactory receptor family 2 subfamily T member 44	protein coding gene	11	+	58676965	58678095	ENSMUSG00000059504
Olfr313	old symbol	MGI:3030147	Or5af2	olfactory receptor family 5 subfamily AC member 20	protein coding gene	11	+	58707754	58708827	ENSMUSG00000070438
Olfr312	old symbol	MGI:3030146	Or5af1	olfactory receptor family 5 subfamily AF member 1	protein coding gene	11	+	58721982	58722908	ENSMUSG00000096806
Olfr311	old symbol	MGI:3030145	Or9e1	olfactory receptor family 9 subfamily E member 1	protein coding gene	11	+	58731942	58732868	ENSMUSG00000094805
Hist3h2ba	old symbol	MGI:1925553	H2bc27	H2B clustered histone 27	protein coding gene	11	+	58839737	58840198	ENSMUSG00000056895
Hist3h2a	old symbol	MGI:2448458	H2ac25	H2A clustered histone 25	protein coding gene	11	+	58845511	58846018	ENSMUSG00000078851
Olfr222	old symbol	MGI:3030056	Or2b11	olfactory receptor family 2 subfamily B member 11	protein coding gene	11	-	59461608	59462564	ENSMUSG00000059610
Olfr223	old symbol	MGI:3030057	Or2aa1	olfactory receptor family 2 subfamily AA member 1	protein coding gene	11	-	59479954	59480913	ENSMUSG00000048919
Myo15	old symbol	MGI:1261811	Myo15a	myosin XVA	protein coding gene	11	+	60360165	60419195	ENSMUSG00000042678
Gm27194	current symbol	MGI:5521037	Gm27194	predicted gene 27194	lncRNA gene	11	+	62640678	62643613	ENSMUSG00000098292
Gm10428	current symbol	MGI:3704375	Gm10428	predicted gene 10428	protein coding gene	11	+	62643926	62644324	ENSMUSG00000096083
Gm39566	old symbol	MGI:5622451	Spem3	SPEM family member 3	protein coding gene	11	-	69701791	69706124	ENSMUSG00000109737
Gm43951	old symbol	MGI:1921727	4933427D14Rik	RIKEN cDNA 4933427D14 gene	protein coding gene	11	-	72044755	72098308	ENSMUSG00000020807
Gm43951	old symbol	MGI:1921727	4933427D14Rik	RIKEN cDNA 4933427D14 gene	protein coding gene	11	-	72044755	72098308	ENSMUSG00000107877
Olfr20	old symbol	MGI:109315	Or1e1	olfactory receptor family 1 subfamily E member 1	protein coding gene	11	+	73241685	73245525	ENSMUSG00000062128
Olfr376	old symbol	MGI:3030210	Or1e1c	olfactory receptor family 1 subfamily E member 1C	protein coding gene	11	+	73262072	73266530	ENSMUSG00000063881
Olfr1	human synonym	MGI:3030246	Or1d2	olfactory receptor family 1 subfamily D member 2	protein coding gene	11	+	74255497	74256435	ENSMUSG00000058275
Olfr1	old symbol	MGI:102698	Or1e16	olfactory receptor family 1 subfamily E member 16	protein coding gene	11	-	73285902	73290321	ENSMUSG00000069823
Olfr378	old symbol	MGI:3030212	Or1e19	olfactory receptor family 1 subfamily E member 19	protein coding gene	11	-	73315863	73319303	ENSMUSG00000055971
Olfr380	old symbol	MGI:3030214	Or1e21	olfactory receptor family 1 subfamily E member 21	protein coding gene	11	-	73344101	73345036	ENSMUSG00000072709
Olfr381	old symbol	MGI:3030215	Or1e22	olfactory receptor family 1 subfamily E member 22	protein coding gene	11	-	73376713	73377648	ENSMUSG00000072708
Olfr382	old symbol	MGI:3030216	Or1e23	olfactory receptor family 1 subfamily E member 23	protein coding gene	11	-	73407085	73408023	ENSMUSG00000095312
Olfr385	old symbol	MGI:3030219	Or1e26	olfactory receptor family 1 subfamily E member 26	protein coding gene	11	-	73479624	73480562	ENSMUSG00000095095
Olfr384	old symbol	MGI:3030218	Or1e25	olfactory receptor family 1 subfamily E member 25	protein coding gene	11	+	73493408	73494346	ENSMUSG00000060335
Olfr389	old symbol	MGI:3030223	Or1e29	olfactory receptor family 1 subfamily E member 29	protein coding gene	11	-	73667213	73671415	ENSMUSG00000070383
Olfr390	old symbol	MGI:3030224	Or1e30	olfactory receptor family 1 subfamily E member 30	protein coding gene	11	+	73677766	73678701	ENSMUSG00000069818
Olfr391-ps	old symbol	MGI:3030225	Or1e31	olfactory receptor family 1 subfamily E member 31	protein coding gene	11	-	73689579	73693810	ENSMUSG00000070382
Olfr392	old symbol	MGI:3030226	Or1e32	olfactory receptor family 1 subfamily E member 32	protein coding gene	11	-	73704968	73707703	ENSMUSG00000061984
Olfr393	old symbol	MGI:3030227	Or1e33	olfactory receptor family 1 subfamily E member 33	protein coding gene	11	-	73738011	73738949	ENSMUSG00000094488
Olfr394	old symbol	MGI:3030228	Or1e34	olfactory receptor family 1 subfamily E member 34	protein coding gene	11	-	73778264	73779196	ENSMUSG00000056921
Olfr395	old symbol	MGI:3030229	Or1e35	olfactory receptor family 1 subfamily E member 35	protein coding gene	11	-	73797378	73798316	ENSMUSG00000062186
Olfr23	old symbol	MGI:109312	Or1e17	olfactory receptor family 1 subfamily E member 17	protein coding gene	11	+	73827503	73833484	ENSMUSG00000069816
Olfr397	old symbol	MGI:3030231	Or1e1f	olfactory receptor family 1 subfamily E member 1F	protein coding gene	11	+	73855436	73856383	ENSMUSG00000057050
Olfr398	old symbol	MGI:3030232	Or1r1	olfactory receptor family 1 subfamily JRmember 1	protein coding gene	11	-	73874488	73875432	ENSMUSG00000049041
Olfr139	old symbol	MGI:2177522	Or3a10	olfactory receptor family 3 subfamily A member 10	protein coding gene	11	-	73935151	73936098	ENSMUSG00000047444
Olfr399	old symbol	MGI:3030233	Or3a4	olfactory receptor family 3 subfamily A member 4	protein coding gene	11	-	73944602	73945604	ENSMUSG00000043692
Olfr401	old symbol	MGI:3030235	Or3a1b	olfactory receptor family 3 subfamily A member 1B	protein coding gene	11	+	74012117	74013064	ENSMUSG00000070380
Olfr402	old symbol	MGI:3030236	Or3a1c	olfactory receptor family 3 subfamily A member 1C	protein coding gene	11	+	74045982	74046929	ENSMUSG00000070379
Olfr403	old symbol	MGI:3030237	Or1a1	olfactory receptor family 1 subfamily A member 1	protein coding gene	11	+	74086331	74087272	ENSMUSG00000070378
Olfr43	old symbol	MGI:1333770	Or1a1b	olfactory receptor family 1 subfamily A member 1B	protein coding gene	11	-	74097024	74098115	ENSMUSG00000070377
Olfr406	old symbol	MGI:3030240	Or1p1c	olfactory receptor family 1 subfamily P member 1C	protein coding gene	11	+	74160217	74161188	ENSMUSG00000070375
Olfr59	old symbol	MGI:1333755	Or1p1	olfactory receptor family 1 subfamily P member 1	protein coding gene	11	+	74174562	74180472	ENSMUSG00000070374
Olfr410	old symbol	MGI:3030244	Or3a1	olfactory receptor family 3 subfamily A member 1	protein coding gene	11	-	74225108	74226055	ENSMUSG00000063116
Olfr411	old symbol	MGI:3030245	Or3a1d	olfactory receptor family 3 subfamily A member 1D	protein coding gene	11	-	74237450	74238498	ENSMUSG00000054406
Olfr412	old symbol	MGI:3030246	Or1d2	olfactory receptor family 1 subfamily D member 2	protein coding gene	11	+	74255497	74256435	ENSMUSG00000058275
Fam57a	old symbol	MGI:2151840	Tlcd3a	TLC domain containing 3A	protein coding gene	11	+	76070497	76100243	ENSMUSG00000069808
2610507B11Rik	old symbol	MGI:1919753	Bltp2	bridge-like lipid transfer protein family member 2	protein coding gene	11	+	78152578	78181449	ENSMUSG00000010277
Gm17268	current symbol	MGI:4936902	Gm17268	predicted gene, 17268	protein coding gene	11	-	81919050	81929388	ENSMUSG00000092157
1700125H20Rik	old symbol	MGI:1920884	Chct1	CHD1 helical C-terminal domain containing 1	protein coding gene	11	+	85061230	85071971	ENSMUSG00000018479
Sept4	old symbol	MGI:1270156	Septin4	septin 4	protein coding gene	11	+	87457515	87481365	ENSMUSG00000020486
Olfr462	old symbol	MGI:3030296	Or4d2b	olfactory receptor family 4 subfamily D member 2B	protein coding gene	11	-	87779785	87780720	ENSMUSG00000093839
Olfr463	old symbol	MGI:3030297	Or4d2	olfactory receptor family 4 subfamily D member 2	protein coding gene	11	-	87783813	87784748	ENSMUSG00000093920
Olfr464	old symbol	MGI:3030298	Or4d1	olfactory receptor family 4 subfamily D member 1	protein coding gene	11	-	87804746	87805829	ENSMUSG00000060787
Gm45716	old symbol	MGI:5804831	Smim36	small integral membrane protein 36	protein coding gene	11	+	90078509	90142081	ENSMUSG00000110344
Gm21885	old symbol	MGI:5434049	Ankrd40cl	ANKRD40 C-terminal like	protein coding gene	11	+	94172699	94177079	ENSMUSG00000094091
Hils1	old symbol	MGI:2136691	H1f9	H1.9 linker histone	protein coding gene	11	+	94858419	94859282	ENSMUSG00000038994
Ttc25	old symbol	MGI:1921657	Odad4	outer dynein arm complex subunit 4	protein coding gene	11	+	100436434	100463392	ENSMUSG00000006784
Gm11634	old symbol	MGI:3650266	Ccdc200	coiled coil domain containing 200	protein coding gene	11	-	101484569	101490082	ENSMUSG00000085486
BC030867	old symbol	MGI:2387601	Hrob	homologous recombination factor with OB-fold	protein coding gene	11	+	102139708	102156013	ENSMUSG00000034773
BC030867	Genbank	MGI:2387601	Hrob	homologous recombination factor with OB-fold	protein coding gene	11	+	102139708	102156013	ENSMUSG00000034773
1700023F06Rik	old symbol	MGI:1916691	Efcab15	EF-hand calcium binding domain 15	protein coding gene	11	-	103089769	103099374	ENSMUSG00000020940
March10	old symbol	MGI:2443469	Marchf10	membrane associated ring-CH-type finger 10	protein coding gene	11	-	105251624	105347561	ENSMUSG00000078627
Dnaic2	old symbol	MGI:2685574	Dnai2	dynein axonemal intermediate chain 2	protein coding gene	11	+	114618234	114648715	ENSMUSG00000034706
Slc9a3r1	old symbol	MGI:1349482	Nherf1	NHERF family PDZ scaffold protein 1	protein coding gene	11	+	115054167	115072007	ENSMUSG00000020733
St6galnac2.1		No associated gene								
Sept9	old symbol	MGI:1858222	Septin9	septin 9	protein coding gene	11	+	117090487	117253151	ENSMUSG00000059248
2810410L24Rik	old symbol	MGI:1923627	Reno1	regulator of early neurogenesis 1	lncRNA gene	11	-	120077476	120080682	ENSMUSG00000075389
AC241534.1		No associated gene								
Fam49a	old symbol	MGI:1261783	Cyria	CYFIP related Rac1 interactor A	protein coding gene	12	+	12312140	12430966	ENSMUSG00000020589
Gm9866	old symbol	MGI:3643118	Silc1	sciatic injury induced lincRNA upregulator of SOX11	lncRNA gene	12	-	27190795	27210515	ENSMUSG00000094002
Twistnb	old symbol	MGI:106292	Polr1f	RNA polymerase I subunit F	protein coding gene	12	+	33479634	33491391	ENSMUSG00000020561
1700047I17Rik2	old symbol	MGI:3714351	Fam177a2	family with sequence similarity 177 member A2	protein coding gene	12	+	55246377	55263953	ENSMUSG00000094103
Gm11042	current symbol	MGI:3779266	Gm11042	predicted gene 11042	protein coding gene	12	-	74361884	74363168	ENSMUSG00000079061
AC124742.1		No associated gene								
Fam71d	old symbol	MGI:1918147	Garin2	golgi associated RAB2 interactor 2	protein coding gene	12	+	78738309	78781290	ENSMUSG00000056987
Mpp5	old symbol	MGI:1927339	Pals1	protein associated with LIN7 1, MAGUK family member	protein coding gene	12	+	78795681	78887488	ENSMUSG00000021112
Gm50278	old symbol	MGI:3819486	Scarna3b	small Cajal body-specific RNA 3B	snoRNA gene	12	-	80438388	80438511	ENSMUSG00000112285
